id,label,name
highlight_Siracusa,Highlight,Siracusa
highlight_Noto,Highlight,Noto
highlight_Arkeoloji,Highlight,Arkeoloji
highlight_Barok,Highlight,Barok
city_Siracusa,City,Siracusa
city_Ortigia,City,Ortigia
city_Noto,City,Noto
hotel_Casa Di Melo Otel,Hotel,Casa Di Melo Otel
activity_Ortigia Roma Amfi Tiyatrosu,Activity,Ortigia Roma Amfi Tiyatrosu
activity_Duomo Meydanı - Ortigia,Activity,Duomo Meydanı - Ortigia
activity_Fonte Arethusa,Activity,Fonte Arethusa
activity_Maniace Kalesi,Activity,Maniace Kalesi
activity_Arşimed Meydanı,Activity,Arşimed Meydanı
activity_Corso Vittorio Emanuele - Noto,Activity,Corso Vittorio Emanuele - Noto
activity_Chiesa di San Francesco - Noto,Activity,Chiesa di San Francesco - Noto
activity_Duomo - Noto,Activity,Duomo - Noto
activity_Palazzo Ducezio - Noto,Activity,Palazzo Ducezio - Noto
activity_Palazzo Nicolaci - Noto,Activity,Palazzo Nicolaci - Noto
activity_Chiesa di San Carlo - Noto,Activity,Chiesa di San Carlo - Noto
activity_MAT Museum - Noto,Activity,MAT Museum - Noto
activity_Siracusa Arkeoloji Parkı,Activity,Siracusa Arkeoloji Parkı
activity_Latomie - Siracusa,Activity,Latomie - Siracusa
activity_Yunan Tiyatrosu - Siracusa,Activity,Yunan Tiyatrosu - Siracusa
activity_Roma Amfi Tiyatrosu - Siracusa,Activity,Roma Amfi Tiyatrosu - Siracusa
activity_Taormina Gezisi,Activity,Taormina Gezisi
trip_Arjantin Gezisi_2022_43,Trip,Arjantin Gezisi
date_start_2022,DateStart,2022
highlight_Arjantin,Highlight,Arjantin
highlight_Buenos Aires,Highlight,Buenos Aires
highlight_Ushuaia,Highlight,Ushuaia
highlight_Puerto Madryn,Highlight,Puerto Madryn
highlight_Tango,Highlight,Tango
highlight_Doğa,Highlight,Doğa
highlight_Balina,Highlight,Balina
city_Ushuaia,City,Ushuaia
city_Puerto Madryn,City,Puerto Madryn
restaurant_Tango House,Restaurant,Tango House
activity_Tango Gösterisi - Buenos Aires,Activity,Tango Gösterisi - Buenos Aires
activity_Tierra del Fuego Milli Parkı - Ushuaia,Activity,Tierra del Fuego Milli Parkı - Ushuaia
activity_Beagle Kanalı - Ushuaia,Activity,Beagle Kanalı - Ushuaia
activity_Peninsula Valdes - Puerto Madryn,Activity,Peninsula Valdes - Puerto Madryn
trip_Bangkok & Hong Kong Gezisi_24 Şubat 2019_44,Trip,Bangkok & Hong Kong Gezisi
country_Çin,Country,Çin
date_start_24 Şubat 2019,DateStart,24 Şubat 2019
date_end_03 Mart 2019,DateEnd,03 Mart 2019
highlight_Bangkok,Highlight,Bangkok
highlight_Hong Kong,Highlight,Hong Kong
highlight_Macau,Highlight,Macau
highlight_Tayland,Highlight,Tayland
highlight_Çin,Highlight,Çin
highlight_Casinolar,Highlight,Casinolar
city_Macau,City,Macau
city_Hong Kong,City,Hong Kong
restaurant_Err Restaurant,Restaurant,Err Restaurant
restaurant_Sala Rattanakosin Restaurant,Restaurant,Sala Rattanakosin Restaurant
restaurant_Eat Me Restaurant,Restaurant,Eat Me Restaurant
hotel_Lebua at State Tower Hotel,Hotel,Lebua at State Tower Hotel
activity_Grand Palace & Wat Phra Kaew - Bangkok,Activity,Grand Palace & Wat Phra Kaew - Bangkok
activity_Wat Pho Tapınağı - Bangkok,Activity,Wat Pho Tapınağı - Bangkok
activity_Wat Arun Tapınakları - Bangkok,Activity,Wat Arun Tapınakları - Bangkok
activity_Royal Barge Ulusal Müzesi - Bangkok,Activity,Royal Barge Ulusal Müzesi - Bangkok
activity_Wang Lang Market - Bangkok,Activity,Wang Lang Market - Bangkok
activity_Pak Khlong Talat Çiçek Pazarı - Bangkok,Activity,Pak Khlong Talat Çiçek Pazarı - Bangkok
activity_Çiçek Kültürü Müzesi - Bangkok,Activity,Çiçek Kültürü Müzesi - Bangkok
activity_Wat Suthat Tapınağı - Bangkok,Activity,Wat Suthat Tapınağı - Bangkok
activity_Aziz Paulo Katedrali Harabesi - Macau,Activity,Aziz Paulo Katedrali Harabesi - Macau
activity_Macau Müzesi,Activity,Macau Müzesi
activity_Macau Kulesi,Activity,Macau Kulesi
activity_Monte Hisarı,Activity,Monte Hisarı
activity_A-Ma Tapınağı,Activity,A-Ma Tapınağı
activity_Senado Meydanı,Activity,Senado Meydanı
activity_Sun Yat Sen’in Müze Evi,Activity,Sun Yat Sen’in Müze Evi
activity_Macau Şarap Müzesi,Activity,Macau Şarap Müzesi
activity_Macau Casinoları,Activity,Macau Casinoları
activity_Wong Tai Sin Tapınağı - Hong Kong,Activity,Wong Tai Sin Tapınağı - Hong Kong
activity_Lam Tsuen Dilek Ağacı - Hong Kong,Activity,Lam Tsuen Dilek Ağacı - Hong Kong
activity_Tai Po Old Market - Hong Kong,Activity,Tai Po Old Market - Hong Kong
activity_Hong Kong Miras Müzesi,Activity,Hong Kong Miras Müzesi
activity_Lantau Adası Turu,Activity,Lantau Adası Turu
activity_Kowloon Turu,Activity,Kowloon Turu
trip_Bhutan & Nepal Gezisi_2023_45,Trip,Bhutan & Nepal Gezisi
country_Nepal,Country,Nepal
country_Bhutan,Country,Bhutan
date_start_2023,DateStart,2023
highlight_Nepal,Highlight,Nepal
highlight_Bhutan,Highlight,Bhutan
highlight_Katmandu,Highlight,Katmandu
highlight_Paro,Highlight,Paro
highlight_Punakha,Highlight,Punakha
highlight_Tiger’s Nest,Highlight,Tiger’s Nest
highlight_Punakha Dzong,Highlight,Punakha Dzong
highlight_Budizm,Highlight,Budizm
city_Katmandu,City,Katmandu
city_Paro,City,Paro
city_Punakha,City,Punakha
city_Thimphu,City,Thimphu
city_Bhaktapur,City,Bhaktapur
activity_Pashupatinath Tapınağı - Katmandu,Activity,Pashupatinath Tapınağı - Katmandu
activity_Bhaktapur - Katmandu,Activity,Bhaktapur - Katmandu
activity_Taktsang (Tiger’s Nest) Manastırı - Paro,Activity,Taktsang (Tiger’s Nest) Manastırı - Paro
activity_Punakha Dzong - Punakha,Activity,Punakha Dzong - Punakha
activity_Thimphu Şehir Turu,Activity,Thimphu Şehir Turu
trip_Bilbao & San Sebastián Gezisi_None_46,Trip,Bilbao & San Sebastián Gezisi
highlight_Bilbao,Highlight,Bilbao
highlight_San Sebastián,Highlight,San Sebastián
highlight_Biarritz,Highlight,Biarritz
highlight_Saint-Jean-de-Luz,Highlight,Saint-Jean-de-Luz
highlight_Fransa,Highlight,Fransa
highlight_Guggenheim,Highlight,Guggenheim
city_San Sebastián,City,San Sebastián
city_Hondarribia,City,Hondarribia
city_Saint-Jean-de-Luz,City,Saint-Jean-de-Luz
restaurant_Hotel Du Palais Biarritz - Le Sunset,Restaurant,Hotel Du Palais Biarritz - Le Sunset
hotel_Hotel Du Palais Biarritz,Hotel,Hotel Du Palais Biarritz
activity_Guggenheim Müzesi - Bilbao,Activity,Guggenheim Müzesi - Bilbao
activity_San Sebastián Şehir Gezisi,Activity,San Sebastián Şehir Gezisi
activity_La Concha Plajı,Activity,La Concha Plajı
activity_Zurriola Plajı,Activity,Zurriola Plajı
activity_San Telmo Müzesi - San Sebastián,Activity,San Telmo Müzesi - San Sebastián
activity_Monte Urgull - San Sebastián,Activity,Monte Urgull - San Sebastián
activity_Monte Igueldo - San Sebastián,Activity,Monte Igueldo - San Sebastián
activity_Victoria Eugenia Tiyatrosu - San Sebastián,Activity,Victoria Eugenia Tiyatrosu - San Sebastián
activity_Miramar Sarayı - San Sebastián,Activity,Miramar Sarayı - San Sebastián
activity_Hondarribia Eski Şehir ve Surlar,Activity,Hondarribia Eski Şehir ve Surlar
activity_Rue Gambetta - Saint-Jean-de-Luz,Activity,Rue Gambetta - Saint-Jean-de-Luz
activity_Place Louis XIV - Saint-Jean-de-Luz,Activity,Place Louis XIV - Saint-Jean-de-Luz
activity_Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,Activity,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz
activity_Biarritz Grande Plage,Activity,Biarritz Grande Plage
activity_Casino Municipal - Biarritz,Activity,Casino Municipal - Biarritz
activity_Chapelle Impériale - Biarritz,Activity,Chapelle Impériale - Biarritz
activity_Musée Asiatica - Biarritz,Activity,Musée Asiatica - Biarritz
trip_Brezilya & Arjantin Gezisi_06 Nisan 2024_47,Trip,Brezilya & Arjantin Gezisi
date_start_06 Nisan 2024,DateStart,06 Nisan 2024
date_end_14 Nisan 2024,DateEnd,14 Nisan 2024
highlight_Brezilya,Highlight,Brezilya
highlight_Rio de Janeiro,Highlight,Rio de Janeiro
highlight_Iguazú Şelaleleri,Highlight,Iguazú Şelaleleri
highlight_Cristo Redentor,Highlight,Cristo Redentor
city_Foz do Iguaçu,City,Foz do Iguaçu
restaurant_Rio Restaurant Önerileri,Restaurant,Rio Restaurant Önerileri
restaurant_Buenos Aires Restaurant Önerileri,Restaurant,Buenos Aires Restaurant Önerileri
hotel_Park Hyatt - Palacio Duhau Hotel,Hotel,Park Hyatt - Palacio Duhau Hotel
activity_Cristo Redentor Heykeli - Corcovado,Activity,Cristo Redentor Heykeli - Corcovado
activity_Santa Teresa Semti - Rio,Activity,Santa Teresa Semti - Rio
activity_Museu da Chácara do Céu,Activity,Museu da Chácara do Céu
activity_Harabeler Parkı - Rio,Activity,Harabeler Parkı - Rio
activity_Sugar Loaf Dağı,Activity,Sugar Loaf Dağı
activity_Tijuca Ormanı ve Vista Chinesa,Activity,Tijuca Ormanı ve Vista Chinesa
activity_Pepe Plajı,Activity,Pepe Plajı
activity_Sao Conrado Plajı,Activity,Sao Conrado Plajı
activity_Leblon Plajı,Activity,Leblon Plajı
activity_Iguazú Şelaleleri Milli Parkı,Activity,Iguazú Şelaleleri Milli Parkı
activity_Plaza de Mayo - Buenos Aires,Activity,Plaza de Mayo - Buenos Aires
activity_San Telmo Semti,Activity,San Telmo Semti
activity_La Boca Semti,Activity,La Boca Semti
activity_Palermo,Activity,Palermo
activity_Tigre Delta Tekne Gezisi,Activity,Tigre Delta Tekne Gezisi
trip_Burgonya Gezisi_20 Nisan 2023_48,Trip,Burgonya Gezisi
date_start_20 Nisan 2023,DateStart,20 Nisan 2023
date_end_23 Nisan 2023,DateEnd,23 Nisan 2023
highlight_Burgonya,Highlight,Burgonya
highlight_Beaune,Highlight,Beaune
highlight_Dijon,Highlight,Dijon
highlight_Nuits-Saint-Georges,Highlight,Nuits-Saint-Georges
highlight_Vézelay,Highlight,Vézelay
highlight_Cluny,Highlight,Cluny
city_Beaune,City,Beaune
city_Dijon,City,Dijon
city_Nuits-Saint-Georges,City,Nuits-Saint-Georges
city_Vézelay,City,Vézelay
city_Cluny,City,Cluny
city_Fleurie,City,Fleurie
restaurant_Auberge de la Madone - Fleurie,Restaurant,Auberge de la Madone - Fleurie
activity_Hospices de Beaune (Hôtel-Dieu),Activity,Hospices de Beaune (Hôtel-Dieu)
activity_Saint-Martin de l’Aigue Kilisesi,Activity,Saint-Martin de l’Aigue Kilisesi
activity_Saint-Baudèle Kilisesi,Activity,Saint-Baudèle Kilisesi
activity_Saint-Flocel Kilisesi,Activity,Saint-Flocel Kilisesi
activity_Notre-Dame Kilisesi - Beaune,Activity,Notre-Dame Kilisesi - Beaune
activity_Sainte-Madeleine Kilisesi,Activity,Sainte-Madeleine Kilisesi
activity_Musée du Vin de Bourgogne,Activity,Musée du Vin de Bourgogne
activity_Musée des Beaux-Arts - Beaune,Activity,Musée des Beaux-Arts - Beaune
activity_Palais des ducs de Bourgogne - Dijon,Activity,Palais des ducs de Bourgogne - Dijon
activity_Musée des Beaux-Arts - Dijon,Activity,Musée des Beaux-Arts - Dijon
activity_Saint-Michel Kilisesi - Dijon,Activity,Saint-Michel Kilisesi - Dijon
activity_Saint-Philibert Kilisesi - Dijon,Activity,Saint-Philibert Kilisesi - Dijon
activity_Notre-Dame Kilisesi - Dijon,Activity,Notre-Dame Kilisesi - Dijon
activity_Saint-Bénigne Katedrali - Dijon,Activity,Saint-Bénigne Katedrali - Dijon
activity_Rue de la Liberté - Dijon,Activity,Rue de la Liberté - Dijon
activity_Beffroi Meydanı - Nuits-Saint-Georges,Activity,Beffroi Meydanı - Nuits-Saint-Georges
activity_Église Saint-Symphorien - Nuits-Saint-Georges,Activity,Église Saint-Symphorien - Nuits-Saint-Georges
activity_Domaine Rion Armelle et Bernard - Şarap Tadımı,Activity,Domaine Rion Armelle et Bernard - Şarap Tadımı
activity_Abbaye Sainte-Marie-Madeleine - Vézelay,Activity,Abbaye Sainte-Marie-Madeleine - Vézelay
activity_Colline Éternelle - Vézelay Şarap Tadımı,Activity,Colline Éternelle - Vézelay Şarap Tadımı
activity_Benedictine Manastırı - Cluny,Activity,Benedictine Manastırı - Cluny
activity_Musée d’Art et d’Archéologie - Cluny,Activity,Musée d’Art et d’Archéologie - Cluny
activity_Tour de Fromages - Cluny,Activity,Tour de Fromages - Cluny
activity_Hôtel-Dieu - Cluny,Activity,Hôtel-Dieu - Cluny
activity_Beaujolais Şarap Bağları - Fleurie,Activity,Beaujolais Şarap Bağları - Fleurie
trip_San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir)_None_49,Trip,San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir)
highlight_Getaria,Highlight,Getaria
highlight_Balenciaga,Highlight,Balenciaga
city_Getaria,City,Getaria
restaurant_Elkano Restoran - Getaria,Restaurant,Elkano Restoran - Getaria
restaurant_Guggenheim Müzesi Restoranı - Bilbao,Restaurant,Guggenheim Müzesi Restoranı - Bilbao
hotel_Hotel de Londres y de Inglaterra,Hotel,Hotel de Londres y de Inglaterra
hotel_Hotel Villa Favorita,Hotel,Hotel Villa Favorita
hotel_Hotel Zenit Convento San Martín,Hotel,Hotel Zenit Convento San Martín
activity_Parte Vieja - San Sebastián,Activity,Parte Vieja - San Sebastián
activity_Kursaal Oditoryumu - San Sebastián,Activity,Kursaal Oditoryumu - San Sebastián
activity_Igueldo Tepesi - San Sebastián,Activity,Igueldo Tepesi - San Sebastián
activity_La Bretxa Food Market - San Sebastián,Activity,La Bretxa Food Market - San Sebastián
activity_La Concha Plajı - San Sebastián,Activity,La Concha Plajı - San Sebastián
activity_Getaria Balıkçı Köyü,Activity,Getaria Balıkçı Köyü
activity_Gaztetape Plajı - Getaria,Activity,Gaztetape Plajı - Getaria
activity_Malkorbe Plajı - Getaria,Activity,Malkorbe Plajı - Getaria
activity_Cristóbal Balenciaga Museoa - Getaria,Activity,Cristóbal Balenciaga Museoa - Getaria
activity_Saint-Jean-de-Luz Plajları,Activity,Saint-Jean-de-Luz Plajları
activity_Rue Mazarin - Saint-Jean-de-Luz,Activity,Rue Mazarin - Saint-Jean-de-Luz
activity_Quai de l’Infante - Saint-Jean-de-Luz,Activity,Quai de l’Infante - Saint-Jean-de-Luz
activity_Sanat Galerileri - Saint-Jean-de-Luz,Activity,Sanat Galerileri - Saint-Jean-de-Luz
activity_Biarritz Şehir Turu,Activity,Biarritz Şehir Turu
activity_Bilbao Şehir Turu,Activity,Bilbao Şehir Turu
trip_Cape Town Gezisi_21 Ocak 2019_50,Trip,Cape Town Gezisi
date_start_21 Ocak 2019,DateStart,21 Ocak 2019
date_end_28 Ocak 2019,DateEnd,28 Ocak 2019
highlight_Cape Town,Highlight,Cape Town
highlight_Güney Afrika,Highlight,Güney Afrika
highlight_Masa Dağı,Highlight,Masa Dağı
highlight_Cape Point,Highlight,Cape Point
highlight_Penguenler,Highlight,Penguenler
highlight_Stellenbosch,Highlight,Stellenbosch
highlight_Franschhoek,Highlight,Franschhoek
restaurant_Nobu - One&Only Cape Town,Restaurant,Nobu - One&Only Cape Town
restaurant_Aubergine Restaurant,Restaurant,Aubergine Restaurant
restaurant_Buitenverwachting Restaurant,Restaurant,Buitenverwachting Restaurant
restaurant_Harbour House Restaurant - Kalk Bay,Restaurant,Harbour House Restaurant - Kalk Bay
restaurant_Delaire Graff Indochine Restaurant,Restaurant,Delaire Graff Indochine Restaurant
hotel_One&Only Cape Town,Hotel,One&Only Cape Town
activity_Masa Dağı (Table Mountain),Activity,Masa Dağı (Table Mountain)
activity_V&A Waterfront,Activity,V&A Waterfront
activity_Ümit Burnu Kalesi,Activity,Ümit Burnu Kalesi
activity_Cape Town Belediye Binası,Activity,Cape Town Belediye Binası
activity_Bo-Kaap Mahallesi,Activity,Bo-Kaap Mahallesi
activity_Cape Point,Activity,Cape Point
activity_Chapman’s Peak Drive,Activity,Chapman’s Peak Drive
activity_Hout Bay & Seal Island,Activity,Hout Bay & Seal Island
activity_Boulders Beach - Penguenler,Activity,Boulders Beach - Penguenler
activity_Camps Bay Plajı,Activity,Camps Bay Plajı
activity_Stellenbosch Vadisi Şarap Bağları,Activity,Stellenbosch Vadisi Şarap Bağları
activity_Franschhoek,Activity,Franschhoek
activity_Iziko Güney Afrika Müzesi ve Planetaryum,Activity,Iziko Güney Afrika Müzesi ve Planetaryum
trip_Lapland Rovaniemi Gezisi_None_51,Trip,Lapland Rovaniemi Gezisi
country_Finlandiya,Country,Finlandiya
highlight_Lapland,Highlight,Lapland
highlight_Rovaniemi,Highlight,Rovaniemi
highlight_Finlandiya,Highlight,Finlandiya
highlight_Kuzey Işıkları,Highlight,Kuzey Işıkları
highlight_Santa Claus Village,Highlight,Santa Claus Village
highlight_Aurora,Highlight,Aurora
highlight_Husky Safari,Highlight,Husky Safari
highlight_Igloo,Highlight,Igloo
city_Rovaniemi,City,Rovaniemi
restaurant_Rakas Restaurant & Bar,Restaurant,Rakas Restaurant & Bar
restaurant_MonteRosa Restaurant,Restaurant,MonteRosa Restaurant
restaurant_Gustav Kitchen & Bar,Restaurant,Gustav Kitchen & Bar
restaurant_Glass Restaurant - Santa Claus Village,Restaurant,Glass Restaurant - Santa Claus Village
restaurant_Arctic Restaurant,Restaurant,Arctic Restaurant
restaurant_Ice Restaurant,Restaurant,Ice Restaurant
restaurant_Kota Restaurant,Restaurant,Kota Restaurant
hotel_Arctic TreeHouse Hotel,Hotel,Arctic TreeHouse Hotel
hotel_Santa’s Igloos Arctic Circle,Hotel,Santa’s Igloos Arctic Circle
activity_Husky Safari,Activity,Husky Safari
activity_Snowmobile Safari,Activity,Snowmobile Safari
activity_Reindeer Safari,Activity,Reindeer Safari
activity_Aurora Borealis Macerası,Activity,Aurora Borealis Macerası
activity_Santa Claus Village Gezisi,Activity,Santa Claus Village Gezisi
activity_Kar Bisikleti Turu,Activity,Kar Bisikleti Turu
activity_Kar Ayakkabısı Yürüyüşü,Activity,Kar Ayakkabısı Yürüyüşü
activity_Kicksled Deneyimi,Activity,Kicksled Deneyimi
activity_Kızaklı Sandalye,Activity,Kızaklı Sandalye
activity_Cam Igloo Deneyimi,Activity,Cam Igloo Deneyimi
trip_Kenya & Rwanda Safari Gezisi_08 Ağustos 2024_52,Trip,Kenya & Rwanda Safari Gezisi
country_Kenya,Country,Kenya
country_Ruanda,Country,Ruanda
date_start_08 Ağustos 2024,DateStart,08 Ağustos 2024
date_end_17 Ağustos 2024,DateEnd,17 Ağustos 2024
highlight_Kenya,Highlight,Kenya
highlight_Ruanda,Highlight,Ruanda
highlight_Masai Mara,Highlight,Masai Mara
highlight_Goril Trekking,Highlight,Goril Trekking
highlight_Safari,Highlight,Safari
highlight_Kigali,Highlight,Kigali
city_Nairobi,City,Nairobi
city_Masai Mara,City,Masai Mara
city_Kigali,City,Kigali
city_Volcanoes National Park,City,Volcanoes National Park
hotel_Four Points by Sheraton JKIA,Hotel,Four Points by Sheraton JKIA
hotel_Sanctuary Olonana,Hotel,Sanctuary Olonana
hotel_Bisate Lodge,Hotel,Bisate Lodge
activity_Masai Mara Safari,Activity,Masai Mara Safari
activity_Game Drives - Masai Mara,Activity,Game Drives - Masai Mara
activity_Volcanoes National Park Gorilla Trekking,Activity,Volcanoes National Park Gorilla Trekking
activity_Kigali Şehir Turu,Activity,Kigali Şehir Turu
trip_Lizbon Seyahat Programı - SAHA_09 Kasım 2022_53,Trip,Lizbon Seyahat Programı - SAHA
date_start_09 Kasım 2022,DateStart,09 Kasım 2022
date_end_13 Kasım 2022,DateEnd,13 Kasım 2022
highlight_Lizbon,Highlight,Lizbon
highlight_SAHA,Highlight,SAHA
highlight_Sanat Programı,Highlight,Sanat Programı
city_Lizbon,City,Lizbon
"hotel_Bairro Alto Hotel, Praça Luís de Camões, 2 1200",Hotel,"Bairro Alto Hotel, Praça Luís de Camões, 2 1200"
activity_09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759),Activity,09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759)
"activity_09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman",Activity,"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman"
trip_Sicilya & Malta Gezisi_05 Nisan 2024_54,Trip,Sicilya & Malta Gezisi
country_Malta,Country,Malta
date_start_05 Nisan 2024,DateStart,05 Nisan 2024
date_end_12 Nisan 2024,DateEnd,12 Nisan 2024
highlight_Malta,Highlight,Malta
highlight_Valletta,Highlight,Valletta
highlight_Gastronomi,Highlight,Gastronomi
city_Etna,City,Etna
city_Modica,City,Modica
city_Valletta,City,Valletta
city_Senglea,City,Senglea
city_Vittoriosa,City,Vittoriosa
city_Cospicua,City,Cospicua
city_Mdina,City,Mdina
restaurant_Osteria Rosso Divino (Taormina),Restaurant,Osteria Rosso Divino (Taormina)
restaurant_Regina Lucia Ristorante (Siracusa),Restaurant,Regina Lucia Ristorante (Siracusa)
hotel_Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,Hotel,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace
activity_İstanbul – Katanya uçuşu TK 1395,Activity,İstanbul – Katanya uçuşu TK 1395
activity_Taormina şehir turu,Activity,Taormina şehir turu
activity_Savoca köyü gezisi,Activity,Savoca köyü gezisi
activity_Etna Yanardağı gezisi,Activity,Etna Yanardağı gezisi
activity_Siracusa ve Noto ziyaretleri,Activity,Siracusa ve Noto ziyaretleri
activity_Modica ve Ragusa turları,Activity,Modica ve Ragusa turları
activity_Valletta şehir turu,Activity,Valletta şehir turu
"activity_Senglea, Vittoriosa ve Cospicua üçlü gezisi",Activity,"Senglea, Vittoriosa ve Cospicua üçlü gezisi"
activity_Mdina şehir turu,Activity,Mdina şehir turu
trip_Vietnam & Kamboçya Gezisi_02 Mayıs 2017_55,Trip,Vietnam & Kamboçya Gezisi
country_Vietnam,Country,Vietnam
country_Kamboçya,Country,Kamboçya
date_start_02 Mayıs 2017,DateStart,02 Mayıs 2017
date_end_06 Mayıs 2017,DateEnd,06 Mayıs 2017
highlight_Vietnam,Highlight,Vietnam
highlight_Kamboçya,Highlight,Kamboçya
highlight_Hanoi,Highlight,Hanoi
highlight_Ha Long Körfezi,Highlight,Ha Long Körfezi
highlight_Ho Chi Minh,Highlight,Ho Chi Minh
highlight_Mekong Deltası,Highlight,Mekong Deltası
highlight_Angkor,Highlight,Angkor
highlight_Phnom Penh,Highlight,Phnom Penh
highlight_Kültür,Highlight,Kültür
highlight_Cruise,Highlight,Cruise
city_Hanoi,City,Hanoi
city_Ha Long,City,Ha Long
city_Ho Chi Minh (Saygon),City,Ho Chi Minh (Saygon)
city_Mekong Deltası,City,Mekong Deltası
city_Siem Reap,City,Siem Reap
city_Phnom Penh,City,Phnom Penh
"restaurant_Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",Restaurant,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)"
restaurant_Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,Restaurant,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı
restaurant_Mekong Deltası – nehir kenarında restoran,Restaurant,Mekong Deltası – nehir kenarında restoran
restaurant_Yerel aile evi – çay ve taze meyve ikramı,Restaurant,Yerel aile evi – çay ve taze meyve ikramı
hotel_Sofitel Legend Metropole (Hanoi),Hotel,Sofitel Legend Metropole (Hanoi)
hotel_Violet Cruise (Ha Long Körfezi),Hotel,Violet Cruise (Ha Long Körfezi)
"hotel_Otel (Ho Chi Minh, ismi belirtilmemiş)",Hotel,"Otel (Ho Chi Minh, ismi belirtilmemiş)"
"hotel_Otel (Siem Reap, ismi belirtilmemiş)",Hotel,"Otel (Siem Reap, ismi belirtilmemiş)"
"activity_Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",Activity,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
activity_Hanoi’de pedallı taksi (rikşov) gezisi,Activity,Hanoi’de pedallı taksi (rikşov) gezisi
activity_Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,Activity,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması
"activity_Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",Activity,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı"
"activity_Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",Activity,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
"activity_Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",Activity,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti"
"activity_Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",Activity,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası"
"activity_Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",Activity,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı"
trip_Kenya Safari Gezisi - Şule Zorlu_12 Aralık 2023_56,Trip,Kenya Safari Gezisi - Şule Zorlu
date_start_12 Aralık 2023,DateStart,12 Aralık 2023
date_end_19 Aralık 2023,DateEnd,19 Aralık 2023
highlight_Nairobi,Highlight,Nairobi
highlight_Giraffe Manor,Highlight,Giraffe Manor
highlight_Game Drive,Highlight,Game Drive
"restaurant_The Retreat (kahvaltı, öğle yemeği)",Restaurant,"The Retreat (kahvaltı, öğle yemeği)"
restaurant_Giraffe Manor (kahvaltı & ikindi çayı),Restaurant,Giraffe Manor (kahvaltı & ikindi çayı)
hotel_Giraffe Manor,Hotel,Giraffe Manor
hotel_Sala’s Camp,Hotel,Sala’s Camp
hotel_The Retreat (günübirlik kullanım),Hotel,The Retreat (günübirlik kullanım)
activity_Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı,Activity,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı
activity_Masai Mara’da safari ve game drive aktiviteleri,Activity,Masai Mara’da safari ve game drive aktiviteleri
activity_Sala’s Camp konaklamasında vahşi yaşam deneyimleri,Activity,Sala’s Camp konaklamasında vahşi yaşam deneyimleri
activity_Sanctuary Olonana’da doğa aktiviteleri ve safari,Activity,Sanctuary Olonana’da doğa aktiviteleri ve safari
"trip_İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi_02 Mayıs 2022_57",Trip,"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi"
date_start_02 Mayıs 2022,DateStart,02 Mayıs 2022
date_end_07 Mayıs 2022,DateEnd,07 Mayıs 2022
highlight_Bologna,Highlight,Bologna
highlight_Forte dei Marmi,Highlight,Forte dei Marmi
