,start,end,type
3531,Mardin 13-15 Ekim 2023,Midyat,HAS_CITY
3532,Mardin 13-15 Ekim 2023,Midyat,HAS_HIGHLIGHT
3533,Mardin 13-15 Ekim 2023,Türkiye,HAS_COUNTRY
3534,Mardin 13-15 Ekim 2023,Türkiye,HAS_HIGHLIGHT
3535,Mardin 13-15 Ekim 2023,İstanbul – Mardin uçuşu (TK2674),HAS_TRANSPORT
3536,Marrakech,Ali ibn Yusuf Medresesi ziyareti,HAS_ACTIVITY
3537,Marrakech,Jardin Majorelle Bahçeleri gezisi,HAS_ACTIVITY
3538,Marrakech,Marakeş şehir gezisi,HAS_ACTIVITY
3539,Marrakech,Yves Saint Laurent Müzesi ziyareti,HAS_ACTIVITY
3540,Marsilya,Arles Luma Müzesi ziyareti,HAS_ACTIVITY
3541,Marsilya,Arles şehir gezisi,HAS_ACTIVITY
3542,Marsilya,Atelier de Cezanne ziyareti,HAS_ACTIVITY
3543,Marsilya,Carrières de Lumières ziyareti,HAS_ACTIVITY
3544,Marsilya,Château La Coste,HAS_RESTAURANT
3545,Marsilya,Château La Coste sanat ve mimari gezisi,HAS_ACTIVITY
3546,Marsilya,Château La Coste şarap evi ve bahçeleri ziyareti,HAS_ACTIVITY
3547,Marsilya,Fondation Vincent van Gogh Arles ziyareti,HAS_ACTIVITY
3548,Marsilya,Gordes ve Roussillon köy gezileri,HAS_ACTIVITY
3549,Marsilya,La Luma Drum Cafe,HAS_RESTAURANT
3550,Marsilya,Les Deux Garçons,HAS_RESTAURANT
3551,Marsilya,Les Deux Garçons’da kahve molası,HAS_ACTIVITY
3552,Marsilya,Mirabeau Caddesi’nde gezinti,HAS_ACTIVITY
3553,Marsilya,Mucem Müzesi ziyareti,HAS_ACTIVITY
3554,Marsilya,Palais des Papes ziyareti,HAS_ACTIVITY
3555,Marsilya,Provence manzaraları ve şato ziyareti,HAS_ACTIVITY
3556,Marsilya,Roussillon ve Gordes gezisi,HAS_ACTIVITY
3557,Marsilya,Saint-Paul de Mausole ziyareti,HAS_ACTIVITY
3558,Marsilya,Sanat atölyeleri ve butik mağazalar,HAS_ACTIVITY
3559,Masai Mara,Akşam safari,HAS_ACTIVITY
3560,Masai Mara,Bisate Lodge,HAS_HOTEL
3561,Masai Mara,Emara Ole Sereni Hotel,HAS_HOTEL
3562,Masai Mara,Four Points by Sheraton JKIA,HAS_HOTEL
3563,Masai Mara,Game Drives - Masai Mara,HAS_ACTIVITY
3564,Masai Mara,Giraffe Centre ziyareti,HAS_ACTIVITY
3565,Masai Mara,Giraffe Manor,HAS_HOTEL
3566,Masai Mara,Giraffe Manor (kahvaltı & ikindi çayı),HAS_RESTAURANT
3567,Masai Mara,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı,HAS_ACTIVITY
3568,Masai Mara,Karen Blixen Müzesi ziyareti,HAS_ACTIVITY
3569,Masai Mara,Kigali Şehir Turu,HAS_ACTIVITY
3570,Masai Mara,Masai Mara Safari,HAS_ACTIVITY
3571,Masai Mara,Masai Mara’da safari ve game drive aktiviteleri,HAS_ACTIVITY
3572,Masai Mara,Sabah ve akşam safarileri,HAS_ACTIVITY
3573,Masai Mara,Sala’s Camp,HAS_HOTEL
3574,Masai Mara,Sala’s Camp konaklamasında vahşi yaşam deneyimleri,HAS_ACTIVITY
3575,Masai Mara,Sanctuary Olonana,HAS_HOTEL
3576,Masai Mara,Sanctuary Olonana’da doğa aktiviteleri ve safari,HAS_ACTIVITY
3577,Masai Mara,The Retreat (günübirlik kullanım),HAS_HOTEL
3578,Masai Mara,"The Retreat (kahvaltı, öğle yemeği)",HAS_RESTAURANT
3579,Masai Mara,Volcanoes National Park Gorilla Trekking,HAS_ACTIVITY
3580,Matera,Alberobello Trulli Evleri,HAS_ACTIVITY
3581,Matera,Antik Roma Amfitiyatrosu,HAS_ACTIVITY
3582,Matera,Bari Şehir Gezisi,HAS_ACTIVITY
3583,Matera,Canne Bianche Lifestyle & Hotel,HAS_HOTEL
3584,Matera,Domenico Modugno Heykeli - Polignano a Mare,HAS_ACTIVITY
3585,Matera,Hohenstaufen Kalesi,HAS_ACTIVITY
3586,Matera,Lecce Şehir Gezisi,HAS_ACTIVITY
3587,Matera,Locorotondo Şehir Gezisi,HAS_ACTIVITY
3588,Matera,Matera Gezisi,HAS_ACTIVITY
3589,Matera,Matera Kaya Evleri,HAS_ACTIVITY
3590,Matera,Matera Kiliseleri ve Mağaraları,HAS_ACTIVITY
3591,Matera,Monopoli Gezisi,HAS_ACTIVITY
3592,Matera,Monopoli Tarihi Merkezi,HAS_ACTIVITY
3593,Matera,Napoli Tarihi Merkezi,HAS_ACTIVITY
3594,Matera,Old Town,HAS_ACTIVITY
3595,Matera,Palazzo dei Celestini,HAS_ACTIVITY
3596,Matera,Palazzo dei Celestini - Lecce,HAS_ACTIVITY
3597,Matera,Pizzeria Casa Pinto,HAS_RESTAURANT
3598,Matera,Polignano a Mare,HAS_ACTIVITY
3599,Matera,Polignano a Mare Gezisi,HAS_ACTIVITY
3600,Matera,Pompei Antik Kenti,HAS_ACTIVITY
3601,Matera,Ristorante Blunotte,HAS_RESTAURANT
3602,Matera,Ristorante La Cantina,HAS_RESTAURANT
3603,Matera,Roma Amfi Tiyatrosu - Lecce,HAS_ACTIVITY
3604,Matera,Saint Nicholas Bazilikası,HAS_ACTIVITY
3605,Matera,San Giuseppe Kilisesi,HAS_ACTIVITY
3606,Matera,San Giuseppe Kilisesi - Lecce,HAS_ACTIVITY
3607,Matera,San Sabino Katedrali,HAS_ACTIVITY
3608,Matera,Sant'Oronzo Meydanı,HAS_ACTIVITY
3609,Matera,Santa Croce Bazilikası,HAS_ACTIVITY
3610,Matera,Santa Croce Bazilikası - Lecce,HAS_ACTIVITY
3611,Matera,Sant’Oronzo Meydanı - Lecce,HAS_ACTIVITY
3612,Matera,Strada delle Orecchiette,HAS_ACTIVITY
3613,Matera,Trulli Evleri - Alberobello,HAS_ACTIVITY
3614,Matera,Vezüv Yanardağı,HAS_ACTIVITY
3615,Mdina,Etna Yanardağı gezisi,HAS_ACTIVITY
3616,Mdina,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,HAS_HOTEL
3617,Mdina,Mdina şehir turu,HAS_ACTIVITY
3618,Mdina,Modica ve Ragusa turları,HAS_ACTIVITY
3619,Mdina,Osteria Rosso Divino (Taormina),HAS_RESTAURANT
3620,Mdina,Regina Lucia Ristorante (Siracusa),HAS_RESTAURANT
3621,Mdina,Savoca köyü gezisi,HAS_ACTIVITY
3622,Mdina,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",HAS_ACTIVITY
3623,Mdina,Siracusa ve Noto ziyaretleri,HAS_ACTIVITY
3624,Mdina,Taormina şehir turu,HAS_ACTIVITY
3625,Mdina,Valletta şehir turu,HAS_ACTIVITY
3626,Mdina,İstanbul – Katanya uçuşu TK 1395,HAS_ACTIVITY
3627,Mekong Deltası,Belmond La Résidence d’Angkor,HAS_HOTEL
3628,Mekong Deltası,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş,HAS_ACTIVITY
3629,Mekong Deltası,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY
3630,Mekong Deltası,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY
3631,Mekong Deltası,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT
3632,Mekong Deltası,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY
3633,Mekong Deltası,Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY
3634,Mekong Deltası,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY
3635,Mekong Deltası,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY
3636,Mekong Deltası,Hotel des Arts Saigon,HAS_HOTEL
3637,Mekong Deltası,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı",HAS_ACTIVITY
3638,Mekong Deltası,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY
3639,Mekong Deltası,Mekong Deltası – nehir kenarında restoran,HAS_RESTAURANT
3640,Mekong Deltası,"Otel (Ho Chi Minh, ismi belirtilmemiş)",HAS_HOTEL
3641,Mekong Deltası,"Otel (Siem Reap, ismi belirtilmemiş)",HAS_HOTEL
3642,Mekong Deltası,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",HAS_ACTIVITY
3643,Mekong Deltası,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze",HAS_ACTIVITY
3644,Mekong Deltası,Raffles Hotel Le Royal,HAS_HOTEL
3645,Mekong Deltası,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",HAS_ACTIVITY
3646,Mekong Deltası,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri",HAS_ACTIVITY
3647,Mekong Deltası,Sofitel Legend Metropole (Hanoi),HAS_HOTEL
3648,Mekong Deltası,Vespa ile gece turu ve Banh Xeo tadımı,HAS_ACTIVITY
3649,Mekong Deltası,Violet Cruise (Ha Long Körfezi),HAS_HOTEL
3650,Mekong Deltası,Yerel aile evi – çay ve taze meyve ikramı,HAS_RESTAURANT
3651,Mekong Deltası,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",HAS_RESTAURANT
3652,Meksika 06-16 Aralık 2023,2023-12-06,HAS_DATE_START
3653,Meksika 06-16 Aralık 2023,2023-12-16,HAS_DATE_END
3654,Meksika 06-16 Aralık 2023,Kış,HAS_SEASON
3655,Meksika 06-16 Aralık 2023,Meksika,HAS_COUNTRY
3656,Meksika 06-16 Aralık 2023,Meksika,HAS_HIGHLIGHT
3657,Meksika 06-16 Aralık 2023,Meksika içi transferler,HAS_TRANSPORT
3658,Meksika 06-16 Aralık 2023,Mexico City,HAS_CITY
3659,Meksika 06-16 Aralık 2023,Mexico City,HAS_HIGHLIGHT
3660,Meksika 06-16 Aralık 2023,Mérida,HAS_CITY
3661,Meksika 06-16 Aralık 2023,Mérida,HAS_HIGHLIGHT
3662,Meksika 06-16 Aralık 2023,Tulum,HAS_CITY
3663,Meksika 06-16 Aralık 2023,Tulum,HAS_HIGHLIGHT
3664,Meksika 06-16 Aralık 2023,İstanbul – Mexico City uçuşu (TK184),HAS_TRANSPORT
3665,Meksika Gezisi,Aeroméxico AM826D,HAS_TRANSPORT
3666,Meksika Gezisi,Aztek,HAS_HIGHLIGHT
3667,Meksika Gezisi,Cancún,HAS_CITY
3668,Meksika Gezisi,Cancún,HAS_HIGHLIGHT
3669,Meksika Gezisi,Chichen Itza,HAS_CITY
3670,Meksika Gezisi,Chichen Itza,HAS_HIGHLIGHT
3671,Meksika Gezisi,Kolonyal Mimari,HAS_HIGHLIGHT
3672,Meksika Gezisi,Maya,HAS_HIGHLIGHT
3673,Meksika Gezisi,Meksika,HAS_COUNTRY
3674,Meksika Gezisi,Meksika,HAS_HIGHLIGHT
3675,Meksika Gezisi,Mexico City,HAS_CITY
3676,Meksika Gezisi,Mexico City,HAS_HIGHLIGHT
3677,Meksika Gezisi,Mérida,HAS_CITY
3678,Meksika Gezisi,Mérida,HAS_HIGHLIGHT
3679,Meksika Gezisi,Müze,HAS_HIGHLIGHT
3680,Meksika Gezisi,Türk Hava Yolları TK181,HAS_TRANSPORT
3681,Meksika Gezisi,Türk Hava Yolları TK184,HAS_TRANSPORT
3682,Meksika Gezisi,Türk Hava Yolları TK2175,HAS_TRANSPORT
3683,Meksika Gezisi,Türk Hava Yolları TK2341,HAS_TRANSPORT
3684,Melbourne,Alman Kasabası Hahndorf,HAS_ACTIVITY
3685,Melbourne,Anayasa Limanı - Hobart,HAS_ACTIVITY
3686,Melbourne,Anzac-Atatürk Anıtı,HAS_ACTIVITY
3687,Melbourne,Ateş Böceği Mağarası,HAS_ACTIVITY
3688,Melbourne,Barossa Valley Şarap Bağları,HAS_ACTIVITY
3689,Melbourne,Bondi Plajı,HAS_ACTIVITY
3690,Melbourne,Botanik Bahçeleri - Sydney,HAS_ACTIVITY
3691,Melbourne,Brisbane Şehir Turu,HAS_ACTIVITY
3692,Melbourne,Canberra Şehir Turu,HAS_ACTIVITY
3693,Melbourne,Darling Harbour,HAS_ACTIVITY
3694,Melbourne,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY
3695,Melbourne,Franklin Meydanı - Hobart,HAS_ACTIVITY
3696,Melbourne,Hyde Park,HAS_ACTIVITY
3697,Melbourne,Hyde Park Barracks - Sydney,HAS_ACTIVITY
3698,Melbourne,Macquarie Caddesi,HAS_ACTIVITY
3699,Melbourne,Melbourne Müzesi,HAS_ACTIVITY
3700,Melbourne,Mount Wellington,HAS_ACTIVITY
3701,Melbourne,Mrs Macquarie’s Chair,HAS_ACTIVITY
3702,Melbourne,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT
3703,Melbourne,Oxford Caddesi,HAS_ACTIVITY
3704,Melbourne,Paddington,HAS_ACTIVITY
3705,Melbourne,Park Hyatt Sydney,HAS_HOTEL
3706,Melbourne,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY
3707,Melbourne,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY
3708,Melbourne,Sanat Galerisi - Melbourne,HAS_ACTIVITY
3709,Melbourne,St. Mary Katedrali,HAS_ACTIVITY
3710,Melbourne,Sullivan’s Cove,HAS_ACTIVITY
3711,Melbourne,Surfers Paradise - Gold Coast,HAS_ACTIVITY
3712,Melbourne,Sydney Harbour Bridge,HAS_ACTIVITY
3713,Melbourne,Sydney Köprüsü,HAS_ACTIVITY
3714,Melbourne,Sydney Opera Binası,HAS_ACTIVITY
3715,Melbourne,Sydney Opera House,HAS_ACTIVITY
3716,Melbourne,The Rocks,HAS_ACTIVITY
3717,Melbourne,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL
3718,Melbourne,Ulusal Müze - Sydney,HAS_ACTIVITY
3719,Melbourne,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT
3720,Mendi Family - Kenya 25-29 Aralık,2025-12-25,HAS_DATE_START
3721,Mendi Family - Kenya 25-29 Aralık,2025-12-29,HAS_DATE_END
3722,Mendi Family - Kenya 25-29 Aralık,Air Kenya iç hat uçuşu,HAS_TRANSPORT
3723,Mendi Family - Kenya 25-29 Aralık,Kenya,HAS_COUNTRY
3724,Mendi Family - Kenya 25-29 Aralık,Kenya,HAS_HIGHLIGHT
3725,Mendi Family - Kenya 25-29 Aralık,Kenya içi transferler,HAS_TRANSPORT
3726,Mendi Family - Kenya 25-29 Aralık,Kış,HAS_SEASON
3727,Mendi Family - Kenya 25-29 Aralık,Masai Mara,HAS_CITY
3728,Mendi Family - Kenya 25-29 Aralık,Masai Mara,HAS_HIGHLIGHT
3729,Mendi Family - Kenya 25-29 Aralık,Nairobi,HAS_CITY
3730,Mendi Family - Kenya 25-29 Aralık,Nairobi,HAS_HIGHLIGHT
3731,Mendi Family - Kenya 25-29 Aralık,Safari,HAS_HIGHLIGHT
3732,Mendi Family - Kenya 25-29 Aralık,İstanbul – Nairobi uçuşu (TK607),HAS_TRANSPORT
3733,Mevzun Vietnam Kamboçya 2016,Bangkok – İstanbul dönüş uçuşu (THY 69),HAS_TRANSPORT
3734,Mevzun Vietnam Kamboçya 2016,Halong,HAS_CITY
3735,Mevzun Vietnam Kamboçya 2016,Halong,HAS_HIGHLIGHT
3736,Mevzun Vietnam Kamboçya 2016,Hanoi,HAS_CITY
3737,Mevzun Vietnam Kamboçya 2016,Hanoi,HAS_HIGHLIGHT
3738,Mevzun Vietnam Kamboçya 2016,Ho Chi Minh City,HAS_CITY
3739,Mevzun Vietnam Kamboçya 2016,Ho Chi Minh City,HAS_HIGHLIGHT
3740,Mevzun Vietnam Kamboçya 2016,Hoi An,HAS_CITY
3741,Mevzun Vietnam Kamboçya 2016,Hoi An,HAS_HIGHLIGHT
3742,Mevzun Vietnam Kamboçya 2016,Kamboçya,HAS_COUNTRY
3743,Mevzun Vietnam Kamboçya 2016,Kamboçya,HAS_HIGHLIGHT
3744,Mevzun Vietnam Kamboçya 2016,Siem Reap,HAS_CITY
3745,Mevzun Vietnam Kamboçya 2016,Siem Reap,HAS_HIGHLIGHT
3746,Mevzun Vietnam Kamboçya 2016,Vietnam,HAS_COUNTRY
3747,Mevzun Vietnam Kamboçya 2016,Vietnam,HAS_HIGHLIGHT
3748,Mevzun Vietnam Kamboçya 2016,Vietnam içi transferler,HAS_TRANSPORT
3749,Mevzun Vietnam Kamboçya 2016,İstanbul – Bangkok – Vietnam uçuşları (THY 69),HAS_TRANSPORT
3750,Mevzun Çifçi Hindistan 2024,Delhi,HAS_CITY
3751,Mevzun Çifçi Hindistan 2024,Delhi,HAS_HIGHLIGHT
3752,Mevzun Çifçi Hindistan 2024,Hindistan,HAS_COUNTRY
3753,Mevzun Çifçi Hindistan 2024,Hindistan,HAS_HIGHLIGHT
3754,Mevzun Çifçi Hindistan 2024,Hindistan içi uçuşlar ve transferler,HAS_TRANSPORT
3755,Mevzun Çifçi Hindistan 2024,Jaipur,HAS_CITY
3756,Mevzun Çifçi Hindistan 2024,Jaipur,HAS_HIGHLIGHT
3757,Mevzun Çifçi Hindistan 2024,Jodhpur,HAS_CITY
3758,Mevzun Çifçi Hindistan 2024,Jodhpur,HAS_HIGHLIGHT
3759,Mevzun Çifçi Hindistan 2024,Mumbai,HAS_CITY
3760,Mevzun Çifçi Hindistan 2024,Mumbai,HAS_HIGHLIGHT
3761,Mevzun Çifçi Hindistan 2024,Udaipur,HAS_CITY
3762,Mevzun Çifçi Hindistan 2024,Udaipur,HAS_HIGHLIGHT
3763,Mevzun Çifçi Hindistan 2024,İstanbul – Delhi uçuşu (TK716),HAS_TRANSPORT
3764,Mexico City,Antropoloji Müzesi,HAS_ACTIVITY
3765,Mexico City,Casa Montejo ziyareti,HAS_ACTIVITY
3766,Mexico City,Centro Histórico,HAS_ACTIVITY
3767,Mexico City,Chichen Itza,HAS_ACTIVITY
3768,Mexico City,Chichen-Itza arkeolojik alanı ziyareti,HAS_ACTIVITY
3769,Mexico City,Coyoacan köyü ziyareti,HAS_ACTIVITY
3770,Mexico City,Coyoacán & Frida Kahlo Müzesi,HAS_ACTIVITY
3771,Mexico City,Frida Kahlo Müzesi ziyareti,HAS_ACTIVITY
3772,Mexico City,Göl kenarında özel yemek,HAS_RESTAURANT
3773,Mexico City,Hotel Rosas,HAS_HOTEL
3774,Mexico City,Iglesia de Santa Lucía,HAS_ACTIVITY
3775,Mexico City,Ixi’im,HAS_RESTAURANT
3776,Mexico City,Ki’ol,HAS_RESTAURANT
3777,Mexico City,Kukulkan Piramidi,HAS_ACTIVITY
3778,Mexico City,Mexico City şehir turu,HAS_ACTIVITY
3779,Mexico City,Mérida şehir turu,HAS_ACTIVITY
3780,Mexico City,Palacio de Bellas Artes,HAS_ACTIVITY
3781,Mexico City,Parque de Santa Lucía,HAS_ACTIVITY
3782,Mexico City,Plaza Grande,HAS_ACTIVITY
3783,Mexico City,Plaza Manuel Tolsá,HAS_ACTIVITY
3784,Mexico City,Polanco,HAS_ACTIVITY
3785,Mexico City,San Ildefonso Katedrali,HAS_ACTIVITY
3786,Mexico City,San Ildefonso Katedrali ziyareti,HAS_ACTIVITY
3787,Mexico City,Tekila & Mezcal Tadımı,HAS_ACTIVITY
3788,Mexico City,Templo Mayor,HAS_ACTIVITY
3789,Mexico City,The St. Regis Mexico City,HAS_HOTEL
3790,Mexico City,Ulusal Saray ve Diego Rivera duvar resimleri ziyareti,HAS_ACTIVITY
3791,Mexico City,Woodend Restaurant,HAS_RESTAURANT
3792,Mexico City,Xochimilco yüzen bahçeleri gezisi,HAS_ACTIVITY
3793,Mexico City,Yucatan Valilik Sarayı duvar resimleri ziyareti,HAS_ACTIVITY
3794,Mexico City,Zócalo Meydanı,HAS_ACTIVITY
3795,Mexico City,Zócalo ve Metropolitan Katedrali ziyareti,HAS_ACTIVITY
3796,Midyat,Deyrulzafaran Manastırı ziyareti,HAS_ACTIVITY
3797,Midyat,Eski Mardin Evleri ve Abbara tünelleri gezisi,HAS_ACTIVITY
3798,Midyat,Eski PTT Binası gezisi,HAS_ACTIVITY
3799,Midyat,Kasımiye Medresesi ziyareti,HAS_ACTIVITY
3800,Midyat,Kültür Sokağı ve Uçurtma Atölyesi gezisi,HAS_ACTIVITY
3801,Midyat,Mardin şehir turu,HAS_ACTIVITY
3802,Midyat,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti,HAS_ACTIVITY
3803,Midyat,Midyat şehir turu,HAS_ACTIVITY
3804,Midyat,Mor Gabriel Manastırı ziyareti,HAS_ACTIVITY
3805,Midyat,Sakıp Sabancı Müzesi ziyareti,HAS_ACTIVITY
3806,Midyat,Ulu Camii ziyareti,HAS_ACTIVITY
3807,Midyat,Zinciriye Medresesi ziyareti,HAS_ACTIVITY
3808,Milano,Da Giacomo,HAS_RESTAURANT
3809,Milano,Hotel Ai Cavalieri,HAS_HOTEL
3810,Milano,Il Salumaio di Montenapoleone,HAS_RESTAURANT
3811,Milano,Osteria Enoteca San Marco,HAS_RESTAURANT
3812,Milano,Restaurant Terrazza Danieli,HAS_RESTAURANT
3813,Milano,Ristorante Acqua Pazza,HAS_RESTAURANT
3814,Milano,Ristorante Da Ivo,HAS_RESTAURANT
3815,Milano,Solferino Restaurant,HAS_RESTAURANT
3816,Mine Bahadır Japonya - Tayland Programı,Chiang Mai,HAS_CITY
3817,Mine Bahadır Japonya - Tayland Programı,Chiang Rai,HAS_CITY
3818,Mine Bahadır Japonya - Tayland Programı,Ise Shima,HAS_CITY
3819,Mine Bahadır Japonya - Tayland Programı,Japonya,HAS_COUNTRY
3820,Mine Bahadır Japonya - Tayland Programı,Japonya,HAS_HIGHLIGHT
3821,Mine Bahadır Japonya - Tayland Programı,Japonya içi transferler,HAS_TRANSPORT
3822,Mine Bahadır Japonya - Tayland Programı,Kyoto,HAS_CITY
3823,Mine Bahadır Japonya - Tayland Programı,Kyoto,HAS_HIGHLIGHT
3824,Mine Bahadır Japonya - Tayland Programı,Phuket,HAS_CITY
3825,Mine Bahadır Japonya - Tayland Programı,Phuket,HAS_HIGHLIGHT
3826,Mine Bahadır Japonya - Tayland Programı,Tayland,HAS_COUNTRY
3827,Mine Bahadır Japonya - Tayland Programı,Tayland,HAS_HIGHLIGHT
3828,Mine Bahadır Japonya - Tayland Programı,Tayland içi transferler,HAS_TRANSPORT
3829,Mine Bahadır Japonya - Tayland Programı,Tokyo,HAS_CITY
3830,Mine Bahadır Japonya - Tayland Programı,Tokyo,HAS_HIGHLIGHT
3831,Mine Bahadır Japonya - Tayland Programı,İstanbul – Tokyo uçuşu,HAS_TRANSPORT
3832,Modica,Etna Yanardağı gezisi,HAS_ACTIVITY
3833,Modica,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,HAS_HOTEL
3834,Modica,Mdina şehir turu,HAS_ACTIVITY
3835,Modica,Modica ve Ragusa turları,HAS_ACTIVITY
3836,Modica,Osteria Rosso Divino (Taormina),HAS_RESTAURANT
3837,Modica,Regina Lucia Ristorante (Siracusa),HAS_RESTAURANT
3838,Modica,Savoca köyü gezisi,HAS_ACTIVITY
3839,Modica,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",HAS_ACTIVITY
3840,Modica,Siracusa ve Noto ziyaretleri,HAS_ACTIVITY
3841,Modica,Taormina şehir turu,HAS_ACTIVITY
3842,Modica,Valletta şehir turu,HAS_ACTIVITY
3843,Modica,İstanbul – Katanya uçuşu TK 1395,HAS_ACTIVITY
3844,Monopoli,Alberobello Trulli Evleri,HAS_ACTIVITY
3845,Monopoli,Antik Roma Amfitiyatrosu,HAS_ACTIVITY
3846,Monopoli,Bari Şehir Gezisi,HAS_ACTIVITY
3847,Monopoli,Canne Bianche Lifestyle & Hotel,HAS_HOTEL
3848,Monopoli,Domenico Modugno Heykeli - Polignano a Mare,HAS_ACTIVITY
3849,Monopoli,Hohenstaufen Kalesi,HAS_ACTIVITY
3850,Monopoli,Lecce Şehir Gezisi,HAS_ACTIVITY
3851,Monopoli,Locorotondo Şehir Gezisi,HAS_ACTIVITY
3852,Monopoli,Matera Gezisi,HAS_ACTIVITY
3853,Monopoli,Matera Kaya Evleri,HAS_ACTIVITY
3854,Monopoli,Matera Kiliseleri ve Mağaraları,HAS_ACTIVITY
3855,Monopoli,Monopoli Gezisi,HAS_ACTIVITY
3856,Monopoli,Monopoli Tarihi Merkezi,HAS_ACTIVITY
3857,Monopoli,Napoli Tarihi Merkezi,HAS_ACTIVITY
3858,Monopoli,Old Town,HAS_ACTIVITY
3859,Monopoli,Palazzo dei Celestini,HAS_ACTIVITY
3860,Monopoli,Palazzo dei Celestini - Lecce,HAS_ACTIVITY
3861,Monopoli,Pizzeria Casa Pinto,HAS_RESTAURANT
3862,Monopoli,Polignano a Mare,HAS_ACTIVITY
3863,Monopoli,Polignano a Mare Gezisi,HAS_ACTIVITY
3864,Monopoli,Pompei Antik Kenti,HAS_ACTIVITY
3865,Monopoli,Ristorante Blunotte,HAS_RESTAURANT
3866,Monopoli,Ristorante La Cantina,HAS_RESTAURANT
3867,Monopoli,Roma Amfi Tiyatrosu - Lecce,HAS_ACTIVITY
3868,Monopoli,Saint Nicholas Bazilikası,HAS_ACTIVITY
3869,Monopoli,San Giuseppe Kilisesi,HAS_ACTIVITY
3870,Monopoli,San Giuseppe Kilisesi - Lecce,HAS_ACTIVITY
3871,Monopoli,San Sabino Katedrali,HAS_ACTIVITY
3872,Monopoli,Sant'Oronzo Meydanı,HAS_ACTIVITY
3873,Monopoli,Santa Croce Bazilikası,HAS_ACTIVITY
3874,Monopoli,Santa Croce Bazilikası - Lecce,HAS_ACTIVITY
3875,Monopoli,Sant’Oronzo Meydanı - Lecce,HAS_ACTIVITY
3876,Monopoli,Strada delle Orecchiette,HAS_ACTIVITY
3877,Monopoli,Trulli Evleri - Alberobello,HAS_ACTIVITY
3878,Monopoli,Vezüv Yanardağı,HAS_ACTIVITY
3879,Montalcino,"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)",HAS_ACTIVITY
3880,Montalcino,Borgo Santo Pietro,HAS_HOTEL
3881,Montalcino,Montalcino’da şarap tadımı,HAS_ACTIVITY
3882,Montalcino,Montepulciano şarap bağları turu,HAS_ACTIVITY
3883,Montalcino,Pienza kasabası ziyareti,HAS_ACTIVITY
3884,Montalcino,San Gimignano gezisi,HAS_ACTIVITY
3885,Montepulciano,"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)",HAS_ACTIVITY
3886,Montepulciano,Borgo Santo Pietro,HAS_HOTEL
3887,Montepulciano,Montalcino’da şarap tadımı,HAS_ACTIVITY
3888,Montepulciano,Montepulciano şarap bağları turu,HAS_ACTIVITY
3889,Montepulciano,Montepulciano şarap bağları ve kasaba gezisi,HAS_ACTIVITY
3890,Montepulciano,Pienza kasabası ziyareti,HAS_ACTIVITY
3891,Montepulciano,San Gimignano gezisi,HAS_ACTIVITY
3892,Montepulciano,San Gimignano kasabası gezisi,HAS_ACTIVITY
