start,type,end
Masai Mara,HAS_HOTEL,The Retreat (günübirlik kullanım)
Nairobi,HAS_RESTAURANT,"The Retreat (kahvaltı, öğle yemeği)"
Nairobi,HAS_RESTAURANT,Giraffe Manor (kahvaltı & ikindi çayı)
Masai Mara,HAS_RESTAURANT,"The Retreat (kahvaltı, öğle yemeği)"
Masai Mara,HAS_RESTAURANT,Giraffe Manor (kahvaltı & ikindi çayı)
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_COUNTRY,İtalya
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Bologna
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Floransa
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Toskana
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Forte dei Marmi
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_TRANSPORT,"İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)"
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_TRANSPORT,Bologna – şehir içi transferler
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_TRANSPORT,Toskana ve Floransa içi kara transferleri
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_COUNTRY,Çekya
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_CITY,Prag
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_CITY,Karlovy Vary
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_CITY,Cesky Krumlov
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_TRANSPORT,"İstanbul – Prag uçuşu (TK1769, Türk Hava Yolları)"
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_TRANSPORT,Prag – şehir içi transferler
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_TRANSPORT,Karlovy Vary ve Cesky Krumlov kara transferleri
Prag,HAS_RESTAURANT,"Kampa Park Restaurant (Na Kampě 8b, Prag)"
Karlovy Vary,HAS_RESTAURANT,"Kampa Park Restaurant (Na Kampě 8b, Prag)"
Endülüs Gezisi - Berrin Zorlu,HAS_COUNTRY,İspanya
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Malaga
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Ronda
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Granada
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Cordoba
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Sevilla
Endülüs Gezisi - Berrin Zorlu,HAS_TRANSPORT,"İstanbul – Malaga uçuşu (TK1303, Türk Hava Yolları)"
Endülüs Gezisi - Berrin Zorlu,HAS_TRANSPORT,Malaga – Granada transferi
Endülüs Gezisi - Berrin Zorlu,HAS_TRANSPORT,Endülüs içi kara transferleri
Ürdün Gezisi - Berrin Zorlu,HAS_COUNTRY,Ürdün
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Amman
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Mount Nebo
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Madaba
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Petra
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Wadi Rum
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Dead Sea
Ürdün Gezisi - Berrin Zorlu,HAS_TRANSPORT,"İstanbul – Amman uçuşu (TK816, Türk Hava Yolları)"
Ürdün Gezisi - Berrin Zorlu,HAS_TRANSPORT,Ürdün içi kara transferleri
BAE Gezisi - Fuat Pamukçu,HAS_COUNTRY,Birleşik Arap Emirlikleri
BAE Gezisi - Fuat Pamukçu,HAS_CITY,Abu Dhabi
BAE Gezisi - Fuat Pamukçu,HAS_CITY,Ras Al Khaimah
BAE Gezisi - Fuat Pamukçu,HAS_CITY,Dubai
BAE Gezisi - Fuat Pamukçu,HAS_TRANSPORT,İstanbul – Abu Dhabi uçuşu
BAE Gezisi - Fuat Pamukçu,HAS_TRANSPORT,Şehir içi ve otel transferleri
BAE Gezisi - Fuat Pamukçu,HAS_TRANSPORT,Abu Dhabi – Ras Al Khaimah transferi
BAE Gezisi - Fuat Pamukçu,HAS_TRANSPORT,Ras Al Khaimah – Dubai transferi
Abu Dhabi,HAS_HOTEL,"The St. Regis Saadiyat Island Resort, Abu Dhabi"
Abu Dhabi,HAS_HOTEL,The Ritz Carlton Ras Al Khaimah
Abu Dhabi,HAS_HOTEL,"Address Dubai Mall, Dubai"
Ras Al Khaimah,HAS_HOTEL,"The St. Regis Saadiyat Island Resort, Abu Dhabi"
Ras Al Khaimah,HAS_HOTEL,The Ritz Carlton Ras Al Khaimah
Ras Al Khaimah,HAS_HOTEL,"Address Dubai Mall, Dubai"
Abu Dhabi,HAS_RESTAURANT,Hakkasan Abu Dhabi
Abu Dhabi,HAS_RESTAURANT,Ula Beach RAK
Abu Dhabi,HAS_RESTAURANT,The Guild Dubai
Abu Dhabi,HAS_RESTAURANT,WHITE Beach Dubai
Abu Dhabi,HAS_RESTAURANT,Estiatorio Milos Dubai
Abu Dhabi,HAS_RESTAURANT,The MAINE Oyster Bar & Grill JBR
Abu Dhabi,HAS_RESTAURANT,La Cantine Beach
Abu Dhabi,HAS_RESTAURANT,The Restaurant at Address Dubai Mall
Ras Al Khaimah,HAS_RESTAURANT,Hakkasan Abu Dhabi
Ras Al Khaimah,HAS_RESTAURANT,Ula Beach RAK
Ras Al Khaimah,HAS_RESTAURANT,The Guild Dubai
Ras Al Khaimah,HAS_RESTAURANT,WHITE Beach Dubai
Ras Al Khaimah,HAS_RESTAURANT,Estiatorio Milos Dubai
Ras Al Khaimah,HAS_RESTAURANT,The MAINE Oyster Bar & Grill JBR
Ras Al Khaimah,HAS_RESTAURANT,La Cantine Beach
Ras Al Khaimah,HAS_RESTAURANT,The Restaurant at Address Dubai Mall
Peru Gezisi - Seda Soğancıoğlu,HAS_COUNTRY,Peru
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Lima
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Cusco
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Sacred Valley
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Machu Picchu
Peru Gezisi - Seda Soğancıoğlu,HAS_TRANSPORT,"İstanbul – Lima uçuşu (TK800, Türk Hava Yolları, Panama aktarmalı CM337)"
Peru Gezisi - Seda Soğancıoğlu,HAS_TRANSPORT,Lima Havalimanı – otel transferi
Peru Gezisi - Seda Soğancıoğlu,HAS_TRANSPORT,Peru içi kara ve tren transferleri
Lima,HAS_HOTEL,Belmond Miraflores Park (Lima)
Cusco,HAS_HOTEL,Belmond Miraflores Park (Lima)
USA Gezisi - Selen Zorlu,HAS_COUNTRY,Amerika Birleşik Devletleri
USA Gezisi - Selen Zorlu,HAS_CITY,New York
USA Gezisi - Selen Zorlu,HAS_TRANSPORT,"Londra – New York uçuşu (BA175, British Airways)"
USA Gezisi - Selen Zorlu,HAS_TRANSPORT,New York havalimanı – otel transferi
Hindistan Gezisi - Berrin Zorlu,HAS_COUNTRY,Hindistan
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Varanasi
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Jaipur
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Udaipur
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Delhi
Hindistan Gezisi - Berrin Zorlu,HAS_TRANSPORT,"İstanbul – Delhi uçuşu (TK716, Türk Hava Yolları)"
Hindistan Gezisi - Berrin Zorlu,HAS_TRANSPORT,"Delhi – Varanasi uçuşu (AI406, Air India)"
Hindistan Gezisi - Berrin Zorlu,HAS_TRANSPORT,Hindistan içi transferler ve uçuşlar
Mısır Gezisi - Hakan Ateş,HAS_COUNTRY,Mısır
Mısır Gezisi - Hakan Ateş,HAS_CITY,Kahire
Mısır Gezisi - Hakan Ateş,HAS_TRANSPORT,"İstanbul – Kahire uçuşu (TK694D, Türk Hava Yolları)"
Mısır Gezisi - Hakan Ateş,HAS_TRANSPORT,Kahire Havalimanı – otel transferi
Mısır Gezisi - Hakan Ateş,HAS_TRANSPORT,Şehir içi araç ile transferler
Provence Gezisi - Olgun Zorlu,HAS_COUNTRY,Fransa
Provence Gezisi - Olgun Zorlu,HAS_CITY,Marsilya
Provence Gezisi - Olgun Zorlu,HAS_CITY,Roussillon
Provence Gezisi - Olgun Zorlu,HAS_CITY,Gordes
Provence Gezisi - Olgun Zorlu,HAS_TRANSPORT,"İstanbul – Marsilya uçuşu (TK1367, Türk Hava Yolları)"
Provence Gezisi - Olgun Zorlu,HAS_TRANSPORT,Marsilya Havalimanı – Provence transferi
Provence Gezisi - Olgun Zorlu,HAS_TRANSPORT,Köyler arası özel araç transferleri
Toskana Gezisi - Selen Zorlu,HAS_COUNTRY,İtalya
Toskana Gezisi - Selen Zorlu,HAS_CITY,Bologna
Toskana Gezisi - Selen Zorlu,HAS_CITY,San Casciano Val di Pesa
Toskana Gezisi - Selen Zorlu,HAS_CITY,Floransa
Toskana Gezisi - Selen Zorlu,HAS_CITY,Chianti
Toskana Gezisi - Selen Zorlu,HAS_TRANSPORT,"İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)"
Toskana Gezisi - Selen Zorlu,HAS_TRANSPORT,Bologna Havalimanı – Toskana otel transferi
Toskana Gezisi - Selen Zorlu,HAS_TRANSPORT,Bölge içi kara transferleri
Güney Afrika Gezisi - Tanju Kaya,HAS_COUNTRY,Güney Afrika
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Johannesburg
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Sabi Sand
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Kruger
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Cape Town
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,"İstanbul – Johannesburg uçuşu (TK38, Türk Hava Yolları)"
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,Johannesburg – Sabi Sabi özel uçuşu (Federal Havayolları)
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,"Kruger Mpumalanga – Cape Town uçuşu (SA8664, South African Airways)"
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,Şehir içi ve lodge transferleri
Johannesburg,HAS_HOTEL,Sabi Sabi Little Bush Camp
Johannesburg,HAS_HOTEL,The Table Bay
Sabi Sand,HAS_HOTEL,Sabi Sabi Little Bush Camp
Sabi Sand,HAS_HOTEL,The Table Bay
Tayland & Vietnam Gezisi,HAS_COUNTRY,Tayland
Tayland & Vietnam Gezisi,HAS_COUNTRY,Vietnam
Tayland & Vietnam Gezisi,HAS_CITY,Bangkok
Tayland & Vietnam Gezisi,HAS_CITY,Chiang Rai
Tayland & Vietnam Gezisi,HAS_CITY,Danang
Tayland & Vietnam Gezisi,HAS_CITY,Hanoi
Tayland & Vietnam Gezisi,HAS_CITY,Saigon
Tayland & Vietnam Gezisi,HAS_TRANSPORT,"İstanbul – Bangkok uçuşu (TK68, Türk Hava Yolları)"
Tayland & Vietnam Gezisi,HAS_TRANSPORT,"Bangkok – Chiang Rai uçuşu (PG231, Bangkok Airways)"
Tayland & Vietnam Gezisi,HAS_TRANSPORT,"Bangkok – Danang uçuşu (PG222, Bangkok Airways)"
Tayland & Vietnam Gezisi,HAS_TRANSPORT,Vietnam içi transferler
Tayland & Vietnam Gezisi,HAS_TRANSPORT,Saigon aktarmalı Bangkok dönüş uçuşu
Tayland & Vietnam Gezisi,HAS_TRANSPORT,Şehir içi ve havalimanı transferleri
Bangkok,HAS_HOTEL,"Mandarin Oriental, Bangkok"
Bangkok,HAS_HOTEL,"Anantara Golden Triangle, Chiang Rai"
Chiang Rai,HAS_HOTEL,"Mandarin Oriental, Bangkok"
Chiang Rai,HAS_HOTEL,"Anantara Golden Triangle, Chiang Rai"
Bangkok,HAS_RESTAURANT,The Market Restaurant (Vietnam)
Chiang Rai,HAS_RESTAURANT,The Market Restaurant (Vietnam)
Tayland & Endonezya Gezisi,HAS_COUNTRY,Tayland
Tayland & Endonezya Gezisi,HAS_COUNTRY,Endonezya
Tayland & Endonezya Gezisi,HAS_CITY,Phuket
Tayland & Endonezya Gezisi,HAS_CITY,Bangkok
Tayland & Endonezya Gezisi,HAS_CITY,Bali
Tayland & Endonezya Gezisi,HAS_TRANSPORT,"İstanbul – Phuket uçuşu (TK172, Türk Hava Yolları)"
Tayland & Endonezya Gezisi,HAS_TRANSPORT,Phuket – Bangkok uçuşu
Tayland & Endonezya Gezisi,HAS_TRANSPORT,Bangkok – Bali uçuşu
Tayland & Endonezya Gezisi,HAS_TRANSPORT,Şehir içi ve havalimanı transferleri
Phuket,HAS_HOTEL,The Surin Phuket
Bangkok,HAS_HOTEL,The Surin Phuket
Phuket,HAS_RESTAURANT,"Beach Restaurant, The Surin (Phuket)"
Bangkok,HAS_RESTAURANT,"Beach Restaurant, The Surin (Phuket)"
Tayland Gezi Önerileri,HAS_COUNTRY,Tayland
Tayland Gezi Önerileri,HAS_CITY,Bangkok
Tayland Gezi Önerileri,HAS_CITY,Phuket
Toskana Gezisi - Bayram Programı,HAS_COUNTRY,İtalya
Toskana Gezisi - Bayram Programı,HAS_CITY,Bologna
Toskana Gezisi - Bayram Programı,HAS_CITY,Siena
Toskana Gezisi - Bayram Programı,HAS_CITY,Montepulciano
Toskana Gezisi - Bayram Programı,HAS_CITY,San Gimignano
Toskana Gezisi - Bayram Programı,HAS_TRANSPORT,"İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)"
Toskana Gezisi - Bayram Programı,HAS_TRANSPORT,Bologna Havalimanı – şehir içi transfer
Toskana Gezisi - Bayram Programı,HAS_TRANSPORT,Bölge içi kara transferleri ve araç kiralama
Toskana Gezisi,HAS_CITY,Montepulciano
Toskana Gezisi,HAS_CITY,Pienza
Toskana Gezisi,HAS_CITY,Montalcino
Toskana Gezisi,HAS_TRANSPORT,"İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)"
Toskana Gezisi,HAS_TRANSPORT,Bologna Havalimanı – şehir merkezi transferi
Toskana Gezisi,HAS_TRANSPORT,Toskana içi kara transferleri
Bologna,HAS_HOTEL,Borgo Santo Pietro
Montepulciano,HAS_HOTEL,Borgo Santo Pietro
Toskana Bağ Bozumu Programı,HAS_COUNTRY,İtalya
Toskana Bağ Bozumu Programı,HAS_CITY,Bologna
Toskana Bağ Bozumu Programı,HAS_CITY,Chianti
Toskana Bağ Bozumu Programı,HAS_CITY,Toskana kırsalı
Toskana Bağ Bozumu Programı,HAS_TRANSPORT,İstanbul – Bologna uçuşu (Türk Hava Yolları)
Toskana Bağ Bozumu Programı,HAS_TRANSPORT,Bologna – İstanbul uçuşu (Türk Hava Yolları)
Bologna,HAS_HOTEL,COMO Castello del Nero
Bologna,HAS_HOTEL,Rosewood Castiglion del Bosco
Chianti,HAS_HOTEL,COMO Castello del Nero
Chianti,HAS_HOTEL,Rosewood Castiglion del Bosco
Vietnam & Kamboçya Gezisi,HAS_CITY,Ho Chi Minh
Vietnam & Kamboçya Gezisi,HAS_TRANSPORT,"İstanbul – Ho Chi Minh uçuşu (TK168, Türk Hava Yolları)"
Vietnam & Kamboçya Gezisi,HAS_TRANSPORT,Ho Chi Minh içi Vespa ve araç transferleri
Vietnam & Kamboçya Gezisi,HAS_TRANSPORT,Mekong Deltası bot turu
Vietnam & Kamboçya Gezisi,HAS_TRANSPORT,Ho Chi Minh – Phnom Penh kara/air transferi
Vietnam & Kamboçya Gezisi,HAS_TRANSPORT,Phnom Penh – Siem Reap uçuşu
Ho Chi Minh,HAS_HOTEL,Hotel des Arts Saigon
Ho Chi Minh,HAS_HOTEL,Raffles Hotel Le Royal
Ho Chi Minh,HAS_HOTEL,Belmond La Résidence d’Angkor
Mekong Deltası,HAS_HOTEL,Hotel des Arts Saigon
Mekong Deltası,HAS_HOTEL,Raffles Hotel Le Royal
Mekong Deltası,HAS_HOTEL,Belmond La Résidence d’Angkor
Vietnam Gezisi,HAS_COUNTRY,Vietnam
Vietnam Gezisi,HAS_CITY,Hanoi
Vietnam Gezisi,HAS_CITY,Nha Trang
Vietnam Gezisi,HAS_CITY,Saigon
Vietnam Gezisi,HAS_TRANSPORT,"İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)"
Vietnam Gezisi,HAS_TRANSPORT,Hanoi – Nha Trang uçuşu
Vietnam Gezisi,HAS_TRANSPORT,Nha Trang – Saigon uçuşu
Vietnam Gezisi,HAS_TRANSPORT,Şehir içi ve havalimanı transferleri
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_COUNTRY,Vietnam
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_COUNTRY,Tayland
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Hanoi
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Ha Long (Lan Ha Bay)
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Saigon
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Bangkok
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_TRANSPORT,"İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)"
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_TRANSPORT,Hanoi – Ha Long kara transferi
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_TRANSPORT,Ha Long Bhaya Cruise tekne yolculuğu
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_TRANSPORT,Hanoi – Saigon uçuşu
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_TRANSPORT,Saigon – Bangkok uçuşu
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_TRANSPORT,Şehir içi transferler
Hanoi,HAS_HOTEL,Bhaya Cruise (Lan Ha Bay / Ha Long)
Ha Long (Lan Ha Bay),HAS_HOTEL,Bhaya Cruise (Lan Ha Bay / Ha Long)
Hanoi,HAS_RESTAURANT,May de Cuisine Restaurant (Hanoi)
Ha Long (Lan Ha Bay),HAS_RESTAURANT,May de Cuisine Restaurant (Hanoi)
Volvo EX90 Basın Seyahati - Los Angeles,HAS_COUNTRY,Amerika Birleşik Devletleri
Volvo EX90 Basın Seyahati - Los Angeles,HAS_CITY,Los Angeles
Volvo EX90 Basın Seyahati - Los Angeles,HAS_CITY,Newport Beach
Volvo EX90 Basın Seyahati - Los Angeles,HAS_TRANSPORT,İstanbul – Los Angeles uçuşu
Volvo EX90 Basın Seyahati - Los Angeles,HAS_TRANSPORT,Los Angeles Havalimanı – otel transferi
Volvo EX90 Basın Seyahati - Los Angeles,HAS_TRANSPORT,Şehir içi transferler
Los Angeles,HAS_HOTEL,The Resort at Pelican Hill
Newport Beach,HAS_HOTEL,The Resort at Pelican Hill
Los Angeles,HAS_RESTAURANT,Nobu Los Angeles
Newport Beach,HAS_RESTAURANT,Nobu Los Angeles
Ürdün Gezisi,HAS_COUNTRY,Ürdün
Ürdün Gezisi,HAS_CITY,Amman
Ürdün Gezisi,HAS_CITY,Mount Nebo
Ürdün Gezisi,HAS_CITY,Madaba
Ürdün Gezisi,HAS_CITY,Petra
Ürdün Gezisi,HAS_CITY,Wadi Rum
Ürdün Gezisi,HAS_CITY,Dead Sea
Ürdün Gezisi,HAS_TRANSPORT,"İstanbul – Amman uçuşu (TK816, Türk Hava Yolları)"
Ürdün Gezisi,HAS_TRANSPORT,Ürdün içi kara transferleri
Ürdün Gezisi,HAS_TRANSPORT,"İstanbul – Amman uçuşu (TK812, Türk Hava Yolları)"
Marakeş 21-25 Haziran 2023,HAS_COUNTRY,Fas
Marakeş 21-25 Haziran 2023,HAS_CITY,Marrakech
Marakeş 21-25 Haziran 2023,HAS_CITY,Fes
Marakeş 21-25 Haziran 2023,HAS_TRANSPORT,İstanbul – Fas uçuşu
Marakeş 21-25 Haziran 2023,HAS_TRANSPORT,Fas içi transferler
Havana - Cancun 8-19 Temmuz 2022,HAS_COUNTRY,Küba
Havana - Cancun 8-19 Temmuz 2022,HAS_COUNTRY,Meksika
Havana - Cancun 8-19 Temmuz 2022,HAS_CITY,Havana
Havana - Cancun 8-19 Temmuz 2022,HAS_CITY,Vinales
Havana - Cancun 8-19 Temmuz 2022,HAS_CITY,Cancun
Havana - Cancun 8-19 Temmuz 2022,HAS_SEASON,Yaz
Havana - Cancun 8-19 Temmuz 2022,HAS_DATE_START,2022-07-08
Havana - Cancun 8-19 Temmuz 2022,HAS_DATE_END,2022-07-19
Havana - Cancun 8-19 Temmuz 2022,HAS_TRANSPORT,İstanbul – Havana uçuşu (TK183)
Havana - Cancun 8-19 Temmuz 2022,HAS_TRANSPORT,Küba içi transferler
Havana,HAS_HOTEL,Hotel Manzana Kempinski
Vinales,HAS_HOTEL,Hotel Manzana Kempinski
Havana,HAS_RESTAURANT,Floridita
Havana,HAS_RESTAURANT,Rancho San Vicente
Vinales,HAS_RESTAURANT,Floridita
Vinales,HAS_RESTAURANT,Rancho San Vicente
Japonya 12 - 21 Ekim 2024,HAS_COUNTRY,Japonya
Japonya 12 - 21 Ekim 2024,HAS_CITY,Tokyo
Japonya 12 - 21 Ekim 2024,HAS_CITY,Hakone
Japonya 12 - 21 Ekim 2024,HAS_CITY,Kyoto
Japonya 12 - 21 Ekim 2024,HAS_CITY,Nara
Japonya 12 - 21 Ekim 2024,HAS_CITY,Kobe
Japonya 12 - 21 Ekim 2024,HAS_CITY,Osaka
Japonya 12 - 21 Ekim 2024,HAS_TRANSPORT,İstanbul – Tokyo uçuşu (TK50)
Japonya 12 - 21 Ekim 2024,HAS_TRANSPORT,Japonya içi transferler
Tokyo,HAS_HOTEL,Hotel Tokyo Deluxe Double
Tokyo,HAS_HOTEL,Garrya Nijo Castle Kyoto
Hakone,HAS_HOTEL,Hotel Tokyo Deluxe Double
Hakone,HAS_HOTEL,Garrya Nijo Castle Kyoto
Güney Afrika 14-21 Kasım 2018,HAS_COUNTRY,Güney Afrika
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Johannesburg
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Soweto
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Cape Town
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Stellenbosch
Güney Afrika 14-21 Kasım 2018,HAS_SEASON,Sonbahar
Güney Afrika 14-21 Kasım 2018,HAS_DATE_START,2018-11-14
Güney Afrika 14-21 Kasım 2018,HAS_DATE_END,2018-11-21
Güney Afrika 14-21 Kasım 2018,HAS_TRANSPORT,İstanbul – Johannesburg uçuşu (TK42)
Güney Afrika 14-21 Kasım 2018,HAS_TRANSPORT,Güney Afrika içi transferler
Johannesburg,HAS_HOTEL,Sabi Sabi Game Reserve Lodge
Johannesburg,HAS_HOTEL,Hotel Luxury King Mountain Room
Soweto,HAS_HOTEL,Sabi Sabi Game Reserve Lodge
Soweto,HAS_HOTEL,Hotel Luxury King Mountain Room
Hindistan 2024 Maide Cebi,HAS_COUNTRY,Hindistan
Hindistan 2024 Maide Cebi,HAS_CITY,Delhi
Hindistan 2024 Maide Cebi,HAS_CITY,Jaipur
Hindistan 2024 Maide Cebi,HAS_CITY,Ranthambore
Hindistan 2024 Maide Cebi,HAS_CITY,Udaipur
Hindistan 2024 Maide Cebi,HAS_CITY,Jodhpur
Hindistan 2024 Maide Cebi,HAS_CITY,Mumbai
Hindistan 2024 Maide Cebi,HAS_TRANSPORT,Hindistan içi özel araç transferleri
Hindistan 2024 Maide Cebi,HAS_TRANSPORT,Ranthambore jeep safarileri
Küba Gezisi 2022,HAS_COUNTRY,Küba
Küba Gezisi 2022,HAS_CITY,Havana
Küba Gezisi 2022,HAS_CITY,Cienfuegos
Küba Gezisi 2022,HAS_CITY,Trinidad
Küba Gezisi 2022,HAS_CITY,Santa Clara
Küba Gezisi 2022,HAS_CITY,Vinales
Küba Gezisi 2022,HAS_TRANSPORT,İstanbul – Havana uçuşu (TK183)
Küba Gezisi 2022,HAS_TRANSPORT,Küba içi transferler
Havana,HAS_RESTAURANT,La Canchanchara
Cienfuegos,HAS_RESTAURANT,La Canchanchara
Kolombiya - Peru 2024,HAS_COUNTRY,Kolombiya
Kolombiya - Peru 2024,HAS_COUNTRY,Peru
Kolombiya - Peru 2024,HAS_CITY,Bogotá
Kolombiya - Peru 2024,HAS_CITY,Cartagena
Kolombiya - Peru 2024,HAS_CITY,Lima
Kolombiya - Peru 2024,HAS_CITY,Cusco
Kolombiya - Peru 2024,HAS_CITY,Machu Picchu
Kolombiya - Peru 2024,HAS_TRANSPORT,Uluslararası uçuşlar
Kolombiya - Peru 2024,HAS_TRANSPORT,Kolombiya ve Peru iç hat uçuşları
Kolombiya - Peru 2024,HAS_TRANSPORT,Şehir içi özel transferler
Frieze London 2023,HAS_COUNTRY,İngiltere
Frieze London 2023,HAS_CITY,Londra
Frieze London 2023,HAS_TRANSPORT,İstanbul – Londra uçuşu (THY 1979)
Frieze London 2023,HAS_TRANSPORT,Londra içi transferler
Londra,HAS_HOTEL,The Biltmore Mayfair Hotel
Gamze Çuhadaroglu PROVENCE 2022,HAS_COUNTRY,Fransa
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Marsilya
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Roussillon
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Gordes
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Arles
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Aix-en-Provence
Gamze Çuhadaroglu PROVENCE 2022,HAS_TRANSPORT,İstanbul – Marsilya uçuşu (TK1367)
Gamze Çuhadaroglu PROVENCE 2022,HAS_TRANSPORT,Provence içi transferler
Marsilya,HAS_RESTAURANT,Château La Coste
Roussillon,HAS_RESTAURANT,Château La Coste
MAP Venedik Bienali 2022,HAS_COUNTRY,İtalya
MAP Venedik Bienali 2022,HAS_CITY,Venedik
MAP Venedik Bienali 2022,HAS_TRANSPORT,İstanbul – Venedik uçuşu (THY 1867)
MAP Venedik Bienali 2022,HAS_TRANSPORT,Venedik içi deniz taksi transferleri
Venedik,HAS_HOTEL,Hotel Bauer Palazzo
Venedik,HAS_RESTAURANT,La Caravella
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_COUNTRY,İspanya
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_CITY,Barselona
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_CITY,Cadaques
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_TRANSPORT,İstanbul – Barselona uçuşu
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_TRANSPORT,Barselona içi transferler
Barselona,HAS_RESTAURANT,Merendero de la Mar
Cadaques,HAS_RESTAURANT,Merendero de la Mar
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_COUNTRY,Fransa
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Marsilya
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Arles
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Aix-en-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Saint-Remy-de-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Les Baux-de-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Avignon
